Sellsy,Solution française de gestion pour TPE/PME,"Sellsy est une plateforme française tout-en-un qui propose des outils de CRM, de facturation, de comptabilité et de gestion des stocks. Elle aide les entreprises à centraliser leurs processus commerciaux, à améliorer la relation client et à optimiser la gestion financière.",https://www.sellsy.fr,https://x5h8w2v3.rocketcdn.me/wp-content/uploads/2021/01/Logo-Sellsy-1.png
Notion,Outil de productivité tout-en-un,"Notion est une application de productivité qui combine des fonctionnalités de prise de notes, de gestion de projet, de base de données et de calendrier. Elle permet aux équipes de collaborer efficacement en centralisant les informations et en personnalisant les espaces de travail selon leurs besoins.",https://www.notion.so,https://cdn.jaimelesstartups.fr/wp-content/uploads/2022/02/illustration%20%C3%A0%20propos%20de%20la%20startup%20Notion%20est%20disponible%20en%20Fran%C3%A7ais.png
Slack,Plateforme de communication collaborative,"Slack est une plateforme de messagerie dédiée aux entreprises, facilitant la communication en temps réel entre les équipes. Elle offre des canaux thématiques, des intégrations avec divers outils professionnels et des fonctionnalités de partage de fichiers, améliorant ainsi la collaboration et la productivité.",https://slack.com,https://marketplace.luccasoftware.com/wp-content/uploads/2023/01/logo_slack.png
Trello,Outil de gestion de projet visuel,"Trello est une application de gestion de projet basée sur le système de tableaux, de listes et de cartes. Elle permet aux équipes d'organiser et de prioriser les tâches de manière flexible et visuelle, facilitant ainsi la planification et le suivi des projets.",https://trello.com,https://w7.pngwing.com/pngs/19/732/png-transparent-trello-plain-logo-icon.png
Asana,Gestion de projet et suivi des tâches,"Asana est une plateforme de gestion de projet qui aide les équipes à orchestrer leur travail, des tâches quotidiennes aux initiatives stratégiques. Elle offre des fonctionnalités de planification, de suivi et de reporting, permettant une collaboration efficace et une visibilité sur l'avancement des projets.",https://asana.com,https://banner2.cleanpng.com/20180903/wbq/kisspng-logo-asana-brand-mobile-app-product-proofhub-review-remote-project-management-tool-1713944575016.webp
Mailchimp,Plateforme d'automatisation marketing,"Mailchimp est une solution complète d'automatisation du marketing, principalement axée sur l'emailing. Elle permet aux entreprises de créer des campagnes marketing, de gérer des listes de diffusion, d'analyser les performances et d'intégrer divers outils tiers pour une stratégie marketing cohérente.",https://mailchimp.com,https://play-lh.googleusercontent.com/IBV0NyRdxyNlCgyWnbeZs3rkPYfNXlPJ4-rF0ok3Biox_N-GjLtMZ7Qub5HTmVZiWjg
HubSpot,Logiciel de CRM et marketing inbound,"HubSpot est une suite logicielle offrant des outils de CRM, de marketing, de vente et de service client. Elle aide les entreprises à attirer des visiteurs, à convertir des leads et à fidéliser des clients en centralisant les données et en automatisant les processus marketing et commerciaux.",https://www.hubspot.fr,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQY8swbre0cW4JzO0g3oGOGcN_-5bUU1znzPA&s
Canva,Outil de design graphique en ligne,"Canva est une plateforme de design graphique intuitive qui permet aux utilisateurs de créer des visuels professionnels sans compétences avancées en design. Elle propose une vaste bibliothèque de modèles, d'images et d'éléments graphiques pour réaliser des présentations, des publications sur les réseaux sociaux, des affiches, etc.",https://www.canva.com,https://tpc.ucf.edu/wp-content/uploads/sites/5/2024/07/canva-logo.png
Klaxoon,Plateforme de collaboration visuelle,"Klaxoon est une solution française qui propose une suite d'outils interactifs pour faciliter la collaboration en équipe. Elle permet d'organiser des réunions, des ateliers et des sessions de brainstorming de manière engageante, favorisant ainsi la créativité et l'efficacité collective.",https://klaxoon.com,https://pic.clubic.com/v1/images/2172067/raw
EBP,Logiciels de gestion pour TPE/PME,"EBP est un éditeur français de logiciels de gestion destinés aux TPE et PME. Ses solutions couvrent des domaines tels que la comptabilité, la gestion commerciale, la paie et la facturation, aidant les entreprises à optimiser leurs processus administratifs et financiers.",https://www.ebp.com,https://www.grafe.fr/wp-content/uploads/2021/01/EBP-SaaS-250x250.png
Monday.com,Plateforme de gestion du travail,"Monday.com est une plateforme de gestion du travail qui centralise les tâches, les projets et la communication au sein d'une interface intuitive. Elle offre des fonctionnalités de suivi, de collaboration et de reporting, aidant les équipes à rester alignées et productives.",https://monday.com,https://is1-ssl.mzstatic.com/image/thumb/Purple221/v4/c1/6d/dc/c16ddc8f-2e9d-9345-793e-fe28bbdceaf3/icon.png/1200x630bb.png
Zoho CRM,Solution complète de gestion de la relation client,"Zoho CRM est un logiciel qui aide les entreprises à gérer leurs interactions avec les clients, à automatiser les processus de vente et à analyser les performances. Il offre une gamme complète de fonctionnalités pour améliorer la satisfaction client et augmenter les ventes.",https://www.zoho.com/crm,https://cloud-store.fr/wp-content/uploads/2023/09/zoho_logo_icon_169675.png
Qonto,Compte pro en ligne pour PME et indépendants,"Qonto est une néobanque française dédiée aux professionnels, offrant des services bancaires en ligne adaptés aux besoins des PME, des startups et des indépendants. Elle propose une interface intuitive, des outils de gestion financière intégrés et un service client réactif pour simplifier la gestion quotidienne des finances.",https://qonto.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6ywk1lexb3mf3G0EAQ_skX_AoA2arJyuzWA&s
PayFit,Solution de gestion de la paie et des ressources humaines,"PayFit est une plateforme française qui automatise la gestion de la paie et des ressources humaines pour les entreprises. Elle permet de gérer facilement les bulletins de salaire, les congés, les absences et les déclarations sociales, tout en garantissant la conformité aux réglementations en vigueur.",https://payfit.com,https://media.licdn.com/dms/image/v2/C560BAQG8enVUlIaAwA/company-logo_200_200/company-logo_200_200/0/1630584148492/payfit_logo?e=2147483647&v=beta&t=tlg5N94TTRQxf-v0ZVlF61pP87NQzhcFHNcFtUturrE
Spendesk,Gestion des dépenses d'entreprise simplifiée,"Spendesk est une solution tout-en-un pour gérer les dépenses professionnelles, incluant les paiements, les notes de frais et les abonnements. Elle offre une visibilité en temps réel sur les dépenses, des cartes virtuelles et physiques pour les employés, et une intégration avec les logiciels de comptabilité.",https://www.spendesk.com,https://play-lh.googleusercontent.com/xBLbEvLM063kV_ZSch5jBZ8b6zYaLvU2PLsXnwU23-6QKlNZsXZHc8Euiz1m4eyfLA
Alan,Assurance santé pour entreprises et indépendants,"Alan est une compagnie d'assurance santé française 100% en ligne, offrant des couvertures simples et transparentes pour les entreprises et les indépendants. Elle propose une gestion simplifiée des remboursements, une application mobile conviviale et un service client réactif.",https://alan.com,https://adopte.co/wp-content/uploads/2023/01/logo-alan.png
Swile,Carte titres-restaurants et avantages salariés,"Swile propose une carte intelligente regroupant les titres-restaurants, les cadeaux d'entreprise et d'autres avantages salariés. Elle facilite la gestion des avantages sociaux pour les employeurs et offre une expérience moderne et flexible aux employés.",https://www.swile.co,https://s3-eu-west-1.amazonaws.com/tpd/logos/5f86f0223251450001dafec9/0x0.png
Legalstart,Services juridiques en ligne pour entrepreneurs,"Legalstart est une plateforme française qui simplifie les démarches juridiques pour les entrepreneurs et les PME. Elle offre des services tels que la création d'entreprise, la rédaction de contrats et des conseils juridiques, le tout en ligne et à des tarifs compétitifs.",https://www.legalstart.fr,https://www.legalstart.fr/hubfs/Favicon_Legalstart-1.png
Aircall,Système de téléphonie cloud pour entreprises,"Aircall est une solution de téléphonie cloud conçue pour les équipes de support et de vente. Elle s'intègre facilement aux outils CRM et helpdesk, offrant des fonctionnalités avancées telles que la gestion des appels, les files d'attente et les analyses en temps réel.",https://aircall.io,https://cdn.prod.website-files.com/62d4335c49ba53481bdf4fbf/630146f6684f52c4df294af9_Aircall_-_VoIP_Business_Phone_-_Apps_on_Google_Play.png
Front,Plateforme collaborative de gestion des emails,"Front est une application qui transforme la gestion des emails en une expérience collaborative. Elle permet aux équipes de partager et de gérer ensemble les boîtes de réception, d'assigner des messages et de collaborer en temps réel pour améliorer la réactivité et la satisfaction client.",https://frontapp.com,https://salesdorado.com/wp-content/uploads/2022/05/imgune-1.jpg
Spendesk,Gestion des dépenses d'entreprise simplifiée,"Spendesk est une plateforme tout-en-un pour gérer les dépenses professionnelles, incluant les paiements, les notes de frais et les abonnements. Elle offre une visibilité en temps réel sur les dépenses, des cartes virtuelles et physiques pour les employés, et une intégration avec les logiciels de comptabilité.",https://www.spendesk.com,https://play-lh.googleusercontent.com/xBLbEvLM063kV_ZSch5jBZ8b6zYaLvU2PLsXnwU23-6QKlNZsXZHc8Euiz1m4eyfLA
Livestorm,Plateforme de webinaires et de réunions en ligne,"Livestorm est une solution française pour organiser des webinaires, des démonstrations de produits et des réunions en ligne. Elle offre une interface intuitive, des outils d'engagement pour les participants et des analyses détaillées pour mesurer l'impact des événements.",https://livestorm.co,https://cdn.livestorm.co/uploads/organization/avatar/61ec6e9f-8953-49ce-bf8f-865172120592/a67e33ba-10e3-4c3a-9d96-b667d3237308.png?v=1678184380
Sendinblue,Plateforme d'email marketing et de communication,"Sendinblue est une solution complète pour gérer les campagnes d'email marketing, les SMS, le chat et l'automatisation marketing. Elle aide les entreprises à engager leur audience, à personnaliser leurs communications et à analyser les performances pour optimiser les stratégies marketing.",https://fr.sendinblue.com,https://www.skysnag.com/wp-content/uploads/2022/06/Sendinblue.png
Airtable,Base de données intuitive combinant les fonctionnalités d’un tableur et d’un CRM.,"Airtable est un outil collaboratif qui combine la simplicité d’un tableur avec la puissance d’une base de données relationnelle. Il permet aux équipes de structurer et d'organiser leurs données de manière flexible grâce à des vues personnalisables (grille, kanban, calendrier, galerie). Avec Airtable, les utilisateurs peuvent créer des workflows sur mesure, automatiser des tâches et intégrer l’outil à d’autres applications populaires comme Slack, Google Sheets ou Notion. Son interface intuitive permet une adoption rapide, aussi bien pour les petites entreprises que pour les grandes organisations.",https://www.airtable.com/,https://www.podfeet.com/blog/wp-content/uploads/2018/05/airtable-logo-1.png
Zapier,Automatisation des tâches entre différentes applications sans coder.,"Zapier est une plateforme d'automatisation no-code qui permet de connecter plus de 5 000 applications entre elles pour automatiser des workflows sans intervention humaine. En créant des ""Zaps"" (des scénarios d’automatisation), les utilisateurs peuvent transférer des données, déclencher des actions entre différentes applications comme Gmail, Slack, Trello, Google Drive ou Stripe, et ainsi gagner un temps précieux. Avec une interface simple et des modèles préconfigurés, Zapier est une solution idéale pour les entreprises cherchant à optimiser leur productivité sans nécessiter de développement technique.",https://zapier.com/workflows,https://w7.pngwing.com/pngs/601/981/png-transparent-zapier-hd-logo.png
Make,Plateforme avancée d'automatisation visuelle pour connecter et orchestrer des workflows complexes.,"Make est une plateforme d'automatisation puissante qui permet aux utilisateurs de créer des flux de travail complexes en connectant des applications et en manipulant des données de manière flexible. Contrairement à Zapier, Make offre un éditeur visuel qui permet de concevoir des scénarios d’automatisation avancés avec des conditions, des boucles et des transformations de données. L’outil prend en charge des centaines d’intégrations natives (Google Sheets, Airtable, Slack, Notion, Shopify…) et permet également d’interagir avec des API via des requêtes HTTP. C’est une solution prisée par les entreprises cherchant à automatiser des processus plus sophistiqués et personnalisés.",https://www.make.com/en/product,https://media.licdn.com/dms/image/v2/D4D0BAQHnCozggmmIlg/company-logo_200_200/company-logo_200_200/0/1711022203215/itsmakehq_logo?e=2147483647&v=beta&t=29Xz2B2VIMTWeP3lXYnNTnk1pbag0SPXMOXWrAghHU8
Stripe,Solution de paiement en ligne sécurisée et performante pour entreprises.,"Stripe est une plateforme de paiement en ligne permettant aux entreprises d’accepter des paiements par carte bancaire, virement ou portefeuille électronique en toute simplicité. Conçue pour les développeurs, elle offre une API robuste qui facilite l'intégration des paiements dans les sites web et applications. Stripe propose aussi des fonctionnalités avancées comme la gestion des abonnements, les paiements internationaux, la détection de fraudes et des outils analytiques pour optimiser la conversion. Adoptée par des milliers d’entreprises à travers le monde, Stripe est une solution idéale pour les startups, PME et grandes entreprises cherchant à gérer efficacement leurs transactions en ligne.",https://stripe.com/fr/payments,https://play-lh.googleusercontent.com/2PS6w7uBztfuMys5fgodNkTwTOE6bLVB2cJYbu5GHlARAK36FzO5bUfMDP9cEJk__cE
Hotjar,Outil d’analyse de l’expérience utilisateur avec cartes de chaleur et enregistrements de sessions.,"Hotjar est une solution d’analyse comportementale qui permet aux entreprises de mieux comprendre comment les utilisateurs interagissent avec leur site web. Grâce à des cartes de chaleur (heatmaps), des enregistrements de sessions et des enquêtes utilisateurs, Hotjar offre une vision claire des points d'amélioration et des obstacles rencontrés par les visiteurs. L’outil est particulièrement utile pour optimiser l’expérience utilisateur, améliorer les taux de conversion et affiner les stratégies UX/UI en s’appuyant sur des données concrètes. Hotjar est plébiscité par les équipes marketing, produit et UX pour prendre des décisions éclairées basées sur le comportement réel des utilisateurs.",https://www.hotjar.com/fr/,https://cdn1.oxatis.com/Files/112496/Img/23/Logo-Apps-Hotjar-600px.png
Tableau,Logiciel puissant de visualisation et d’analyse de données pour les entreprises.,"Tableau est une plateforme de Business Intelligence (BI) qui permet de transformer des données complexes en visualisations interactives et dynamiques. Grâce à son interface intuitive et ses puissantes capacités d’analyse, Tableau aide les entreprises à explorer leurs données, identifier des tendances et prendre des décisions stratégiques éclairées. Compatible avec une multitude de sources de données (Excel, SQL, Google Analytics, CRM…), Tableau est utilisé par les analystes et les dirigeants pour piloter la performance de leur entreprise en temps réel. Sa version cloud, Tableau Online, permet un accès collaboratif aux tableaux de bord, facilitant ainsi le partage des insights au sein des équipes.",https://www.tableau.com/,https://logo-marque.com/wp-content/uploads/2021/10/Tableau-Symbole.jpg
Power BI,Outil de Business Intelligence développé par Microsoft pour analyser et visualiser des données.,"Power BI est une suite d’outils analytiques développée par Microsoft, permettant de transformer des données brutes en tableaux de bord interactifs et en rapports visuels. Intégré à l’écosystème Microsoft (Excel, Azure, SQL Server…), Power BI facilite l’importation et le traitement de données provenant de sources multiples. Son interface glisser-déposer et son langage DAX permettent de créer des analyses avancées sans nécessiter de compétences en programmation. Accessible en version desktop, cloud ou mobile, Power BI est un choix privilégié pour les entreprises souhaitant exploiter leurs données pour prendre des décisions stratégiques basées sur des insights précis et visuels.",https://www.microsoft.com/en-us/power-platform/products/power-bi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/New_Power_BI_Logo.svg/1200px-New_Power_BI_Logo.svg.png
